round,loss,accuracy,precision,recall,f1
1,0.5773845314979553,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.7112297415733337,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,1.1322970390319824,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,1.4098806381225586,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,1.274105429649353,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
6,1.0031871795654297,0.7304964661598206,0.7301136255264282,1.0,0.8440065609035057
7,0.9964042901992798,0.7368794083595276,0.7348105907440186,1.0,0.8471363901794904
8,0.7481374144554138,0.7695035338401794,0.7597930431365967,1.0,0.8635027239139061
9,0.2679784893989563,0.8978723287582397,0.8771331310272217,1.0,0.9345454688631797
10,0.043815359473228455,0.9843971729278564,0.9845857620239258,0.994163453578949,0.9893514284680485
11,0.10047540068626404,0.9680851101875305,0.9580615162849426,1.0,0.97858163118663
12,0.13005980849266052,0.9539006948471069,0.9405306577682495,1.0,0.9693540826094732
13,0.04002511873841286,0.9865248203277588,0.9902818202972412,0.9912451505661011,0.9907632512675087
14,0.17962568998336792,0.9382978677749634,0.9219731092453003,1.0,0.9594027146481053
15,0.05252620205283165,0.9886524677276611,0.9865384697914124,0.9980545043945312,0.9922630749387655
16,0.25245916843414307,0.9219858050346375,0.9033392071723938,1.0,0.9492151517378735
17,0.05488888919353485,0.9843971729278564,0.9836538434028625,0.9951362013816833,0.989361707957247
18,0.05604143440723419,0.9851064085960388,0.9941118955612183,0.9854085445404053,0.9897410870533805
19,0.054006800055503845,0.9872340559959412,0.9941291809082031,0.9883268475532532,0.9912195229774851
20,0.05062809959053993,0.9879432916641235,0.992210328578949,0.9912451505661011,0.9917275047377616
