round,loss,accuracy,precision,recall,f1
1,0.38674303889274597,0.811591625213623,0.7830209732055664,0.9782369136810303,0.8698101804161853
2,0.5889371633529663,0.7325416803359985,0.9916550517082214,0.589256227016449,0.7392431468295647
3,0.8986740112304688,0.6449840664863586,0.9909474849700928,0.45234158635139465,0.6211461948255149
4,1.0193853378295898,0.6082949042320251,0.9910096526145935,0.39476585388183594,0.5646178185218914
5,0.9714571237564087,0.6203473806381226,0.9914134740829468,0.4134986102581024,0.5835925226833466
6,0.9014113545417786,0.6494150757789612,0.9893364906311035,0.46005508303642273,0.6280556470968712
7,1.3146822452545166,0.5526409149169922,0.9876543283462524,0.3085399568080902,0.47019312968655874
8,0.9601609110832214,0.6518964767456055,0.9905771613121033,0.46336087584495544,0.6313813784734266
9,1.1926645040512085,0.6001418232917786,0.9900142550468445,0.38236916065216064,0.5516693300219256
10,1.3272594213485718,0.5643388628959656,0.9875208139419556,0.3269972503185272,0.4913079547111416
11,1.1579763889312744,0.6056362986564636,0.9875086545944214,0.39201101660728455,0.561230520560586
12,1.454761028289795,0.5514001846313477,0.9867138862609863,0.30688706040382385,0.46816558815139653
13,1.2559435367584229,0.5857852101325989,0.9842696785926819,0.3619834780693054,0.5293051456957026
14,1.9979503154754639,0.47323644161224365,0.9795918464660645,0.1851239651441574,0.31139944187753993
15,1.4320415258407593,0.5879120826721191,0.9873039722442627,0.3641873300075531,0.5320990182598954
16,1.1602658033370972,0.6300957202911377,0.9886003732681274,0.4300275444984436,0.5993472787086235
17,1.2163445949554443,0.6235377788543701,0.9870634078979492,0.4203856885433197,0.5896445298295877
18,1.8158049583435059,0.5177242159843445,0.9789251685142517,0.2559228539466858,0.40576543569649315
19,1.9595979452133179,0.5281814932823181,0.9820716977119446,0.2716253399848938,0.4255502737257868
20,1.3437483310699463,0.6097128391265869,0.9830852746963501,0.40027546882629395,0.5689115020327542
