round,loss,accuracy,precision,recall,f1
1,0.6763321161270142,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,0.6760033965110779,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,0.5908032059669495,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,0.4788525402545929,0.6855725049972534,0.6859680414199829,0.9984487891197205,0.8132238385568237
5,0.6315107345581055,0.6862814426422119,0.6888728737831116,0.9891417026519775,0.8121417976382475
6,0.32975807785987854,0.8734491467475891,0.9949780106544495,0.8195449709892273,0.8987808180176008
7,0.22012971341609955,0.9220134615898132,0.9529598355293274,0.9322647452354431,0.9424986999999337
8,0.20979434251785278,0.9191775918006897,0.9947795867919922,0.8867631554603577,0.9376708437834756
9,1.06840181350708,0.4746543765068054,0.9956140518188477,0.23474663496017456,0.37991631380126484
10,0.23838575184345245,0.8851470947265625,0.9944717288017273,0.8371251225471497,0.9090398547362978
11,0.7159953713417053,0.6487061381340027,0.9916579723358154,0.49172699451446533,0.6574490172411404
12,2.0123291015625,0.3956044018268585,0.9956709742546082,0.11892450600862503,0.21247112671296847
13,1.422042727470398,0.4480680525302887,0.9921671152114868,0.19648396968841553,0.32801035706365084
14,2.066129446029663,0.38638779520988464,1.0,0.10496380925178528,0.18998596763609918
15,2.758721113204956,0.3615739047527313,1.0,0.06876938790082932,0.128688917701693
16,2.312549591064453,0.3885146975517273,1.0,0.10806618630886078,0.19505366672878252
17,1.71825110912323,0.4115561842918396,0.9963768124580383,0.14219234883785248,0.24886878040808258
18,1.9525483846664429,0.4104927182197571,0.9963369965553284,0.14064115285873413,0.24648843762488032
19,1.9502860307693481,0.4175824224948883,0.9965870380401611,0.15098242461681366,0.2622361996224869
20,1.7369470596313477,0.42892590165138245,0.9849849939346313,0.16959668695926666,0.289369205211317
