round,loss,accuracy,precision,recall,f1
1,0.5710307955741882,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.5875775218009949,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,0.6229084730148315,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,0.6230445504188538,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,0.5672794580459595,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
6,0.4516301453113556,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
7,0.26579082012176514,0.911347508430481,0.8915871381759644,1.0,0.942686826508782
8,0.16003254055976868,0.9751772880554199,0.9706161022186279,0.9961089491844177,0.9831973055437897
9,0.1336836963891983,0.9780141711235046,0.981642484664917,0.9883268475532532,0.9849733256515225
10,0.11628605425357819,0.9645389914512634,0.9890000224113464,0.9620622396469116,0.9753451697314361
11,0.08287703990936279,0.9737588763237,0.9891411662101746,0.9747081995010376,0.9818716465760258
12,0.09550502896308899,0.9659574627876282,0.9890219569206238,0.9640077948570251,0.9763546867511079
13,0.09598268568515778,0.9645389914512634,0.9890000224113464,0.9620622396469116,0.9753451697314361
14,0.07892457395792007,0.9680851101875305,0.9890547394752502,0.966926097869873,0.9778652444454041
15,0.10052713006734848,0.9624113440513611,0.9889668822288513,0.9591439962387085,0.9738271656435517
16,0.07525408267974854,0.9737588763237,0.9891411662101746,0.9747081995010376,0.9818716465760258
17,0.1292111724615097,0.957446813583374,0.9908722043037415,0.9503890872001648,0.970208527725494
18,0.11830627173185349,0.9617021083831787,0.9909273982048035,0.9562256932258606,0.9732673228982497
19,0.09927248954772949,0.9652482271194458,0.9899899959564209,0.9620622396469116,0.9758263384212128
20,0.1164201870560646,0.9617021083831787,0.991919219493866,0.9552529454231262,0.9732408598637884
