round,loss,accuracy,precision,recall,f1
1,0.6847168207168579,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.6795995831489563,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,0.6769030690193176,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,0.6747522950172424,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,0.6469452381134033,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
6,0.5407242774963379,0.7312057018280029,0.7839019894599915,0.8715953230857849,0.8254260548696339
7,0.41886550188064575,0.804964542388916,0.968866765499115,0.7568093538284302,0.8498088633560688
8,0.38489457964897156,0.8028368949890137,0.9770992398262024,0.7470816969871521,0.8467475108074883
9,0.3650589883327484,0.8255318999290466,0.985111653804779,0.7723735570907593,0.8658669643007115
10,0.37095311284065247,0.8312056660652161,0.9888613820075989,0.7772373557090759,0.870370369788133
11,0.37335482239723206,0.8390070796012878,0.9962825179100037,0.7821011543273926,0.876294265919914
12,0.29434067010879517,0.8609929084777832,0.9905660152435303,0.8171206116676331,0.8955223723218272
13,0.22616146504878998,0.8879432678222656,0.9844098091125488,0.8599221706390381,0.9179646930640343
14,0.16332416236400604,0.9156028628349304,0.9779179692268372,0.9046692848205566,0.9398686280613073
15,0.1690712422132492,0.9070922136306763,0.983818769454956,0.887159526348114,0.932992323299415
16,0.15529313683509827,0.9035460948944092,0.9847826361656189,0.881322979927063,0.9301848298417064
17,0.14448228478431702,0.9070922136306763,0.9827771782875061,0.8881322741508484,0.9330607947899029
18,0.12676440179347992,0.9354609847068787,0.983488142490387,0.9270427823066711,0.9544316421643426
19,0.1538611501455307,0.8992908000946045,0.9868131875991821,0.8735408782958984,0.9267285990472103
20,0.10533200204372406,0.9638298153877258,0.9803343415260315,0.9698443412780762,0.9750611285756671
