y_true,y_prob
0,0.99844056
0,0.99871385
0,0.9986086
0,0.99862707
0,0.997851
0,0.060278412
0,0.25229278
0,0.09241494
0,0.040240493
0,0.07328354
0,0.036544327
0,0.0693755
0,0.39025384
0,0.058345236
0,0.029893033
0,0.07090416
0,0.090184346
0,0.06897375
0,0.22289334
0,0.036525067
0,0.08596362
0,0.098249525
0,0.06259014
0,0.22217293
0,0.11168357
0,0.04956512
0,0.067892075
0,0.039851986
0,0.05372435
0,0.36219397
0,0.058840316
0,0.057084847
0,0.07002623
0,0.056534756
0,0.035052437
0,0.1844079
0,0.04976459
0,0.124796115
0,0.0910359
0,0.022585096
0,0.10983275
0,0.027205653
0,0.051806886
0,0.12533313
0,0.07984715
0,0.068260334
0,0.1533027
0,0.066181146
0,0.087977044
0,0.03785072
0,0.09168676
0,0.0690302
0,0.18197116
0,0.04830059
0,0.058222167
0,0.09787534
0,0.12692703
0,0.06655269
0,0.30524737
0,0.07622082
0,0.054596484
0,0.10102737
0,0.055958938
0,0.103654996
0,0.074806504
0,0.0732595
0,0.035029605
0,0.06174848
0,0.04206451
0,0.15194593
0,0.024483703
0,0.09391767
0,0.09001552
0,0.06073759
0,0.13839075
0,0.40949124
0,0.066865474
0,0.03660474
0,0.1493136
0,0.091207124
0,0.07371229
0,0.20589696
0,0.066904604
0,0.12703444
0,0.0720755
0,0.033634577
0,0.16548796
0,0.026912665
0,0.01974285
0,0.06377431
0,0.035279285
0,0.09283341
0,0.3896084
0,0.03315893
0,0.034518037
0,0.034678686
0,0.07202662
0,0.058635868
0,0.122750066
0,0.07803009
0,0.09500002
0,0.05517927
0,0.18568984
0,0.4226286
0,0.0692415
0,0.10834783
0,0.12772268
0,0.056207273
0,0.04452084
0,0.46805304
0,0.07784446
0,0.08524112
0,0.054309882
0,0.07887895
0,0.05346355
0,0.24695724
0,0.050156243
0,0.094075404
0,0.05891578
0,0.05549369
0,0.06918873
0,0.27608505
0,0.04735832
0,0.07250746
0,0.112245664
0,0.06788093
0,0.26307416
0,0.06464909
0,0.07731293
0,0.067078926
0,0.06808582
0,0.04238896
0,0.29012305
0,0.025519872
0,0.06651505
0,0.04664665
0,0.048282467
0,0.06507653
0,0.22575514
0,0.027512865
0,0.061046325
0,0.02479398
0,0.027094405
0,0.31264994
0,0.049966693
0,0.026717884
0,0.048653457
0,0.052641943
0,0.02200061
0,0.66647243
0,0.04630027
0,0.051803783
0,0.049621824
0,0.08655103
0,0.019690933
0,0.066571414
0,0.052117124
0,0.03422837
0,0.09786067
0,0.020926222
0,0.1623886
0,0.06971445
0,0.049595486
0,0.025174618
0,0.053106736
0,0.04590992
0,0.41068134
0,0.0649366
0,0.0584598
0,0.04560737
0,0.05064258
0,0.121911846
0,0.035926268
0,0.09367252
0,0.05571923
0,0.042679492
0,0.018427432
0,0.6891277
0,0.06306372
0,0.05316174
0,0.03568669
0,0.052432433
0,0.055577964
0,0.47178254
0,0.02827755
0,0.05650598
0,0.0546916
0,0.02741421
0,0.30647194
0,0.035606425
0,0.06775063
0,0.02410821
0,0.057997577
0,0.06711341
0,0.36771184
0,0.066260606
0,0.031520307
0,0.028093258
0,0.064392954
0,0.22228302
0,0.06827028
0,0.06819752
0,0.03492951
0,0.0809702
0,0.049805373
0,0.7303943
0,0.058584172
0,0.025359465
0,0.06291505
0,0.027442334
0,0.019106358
0,0.31054318
0,0.0652298
0,0.08520213
0,0.037907492
0,0.06116103
0,0.36163428
0,0.06628823
0,0.034156952
0,0.025487393
0,0.06513178
0,0.030033644
0,0.5968267
0,0.031924784
0,0.061055716
0,0.039066564
0,0.018994313
0,0.17212279
0,0.02370613
0,0.037160125
0,0.025383094
0,0.053640053
0,0.06607174
0,0.71893865
0,0.08802936
0,0.054857507
0,0.022856792
0,0.02549864
0,0.06110572
0,0.44813046
0,0.06847107
0,0.06366398
0,0.042556085
0,0.05501583
0,0.26576975
0,0.060000245
0,0.060925655
0,0.10189985
0,0.07296224
0,0.040387165
0,0.5139006
0,0.066234425
0,0.030555684
0,0.027970944
0,0.056296006
0,0.053891394
0,0.7147549
0,0.03385678
0,0.019983293
0,0.07307625
0,0.03783608
0,0.60164464
0,0.03161204
0,0.050337903
0,0.03459773
0,0.029099647
0,0.03486829
0,0.84111506
0,0.093326785
0,0.14885707
0,0.067071475
0,0.108749904
0,0.7065654
0,0.08204706
0,0.089722395
0,0.03989007
0,0.018899797
0,0.06848503
0,0.9096539
0,0.08367055
0,0.087738656
0,0.036041033
0,0.028471189
0,0.096093476
0,0.8591192
0,0.026021369
0,0.050701324
0,0.09797013
0,0.07131505
0,0.041592676
0,0.1603661
0,0.046576764
0,0.06319635
0,0.05080751
0,0.04965831
0,0.72515094
0,0.11687291
0,0.038077667
0,0.06273283
0,0.06100864
0,0.05406434
0,0.73977035
0,0.08891871
0,0.05824403
0,0.045660418
0,0.07778646
0,0.091492265
0,0.095078774
0,0.053730987
0,0.030181114
0,0.036307596
0,0.07351502
0,0.84518754
0,0.035171032
0,0.07650536
0,0.11072702
0,0.03284639
0,0.03264361
0,0.690433
0,0.014590241
0,0.42002887
0,0.05153117
0,0.10159022
0,0.104203016
0,0.24057424
0,0.075545624
0,0.05571975
0,0.07237168
0,0.056813285
0,0.67656755
0,0.07173655
0,0.055000104
0,0.09108329
0,0.027638093
0,0.31820986
0,0.8248049
0,0.029940713
0,0.05992597
0,0.050764546
0,0.046234578
0,0.5280075
0,0.047164097
0,0.08447492
0,0.08670104
0,0.030330272
0,0.034142178
0,0.87376773
0,0.08689107
0,0.05657171
0,0.11471179
0,0.04490759
0,0.07337517
0,0.8207068
0,0.40976238
0,0.10353302
0,0.06482893
0,0.085821204
0,0.75842714
0,0.58593637
0,0.29375657
0,0.32357067
0,0.16243838
0,0.06303056
0,0.6907238
0,0.3535673
0,0.520151
0,0.06890599
0,0.12892982
0,0.10432427
0,0.9149782
0,0.2034314
0,0.1663554
0,0.07244797
0,0.051905315
0,0.1760396
0,0.21003012
0,0.034674738
0,0.1026362
0,0.052623495
0,0.08852551
0,0.88809115
0,0.048704147
0,0.6848738
0,0.40736768
0,0.15064429
0,0.06589793
0,0.9372557
0,0.038291328
0,0.3048082
0,0.32033333
0,0.2927767
0,0.44580212
0,0.7515917
0,0.047075905
0,0.0849146
0,0.10035891
0,0.15509276
0,0.7510043
0,0.19108237
0,0.10714586
0,0.06800345
0,0.07017628
0,0.19206859
0,0.8402419
0,0.114037335
0,0.048643857
0,0.20018668
0,0.032794114
0,0.05496599
0,0.8356133
0,0.064297155
0,0.08265413
0,0.07443447
0,0.07591898
0,0.5817878
0,0.07934235
0,0.08423826
0,0.02874572
0,0.08295555
0,0.05202947
0,0.82868326
0,0.25038648
0,0.11361185
0,0.77916867
0,0.026331076
0,0.16516344
0,0.5623456
0,0.11823383
0,0.03995147
0,0.037903573
0,0.040279657
0,0.7790638
0,0.0483793
0,0.25963682
0,0.103323616
0,0.059696414
0,0.14864619
0,0.87524164
0,0.04254968
0,0.033428345
0,0.036310025
0,0.09291855
0,0.41742185
0,0.20144604
0,0.08393052
0,0.043364912
0,0.07261127
0,0.028067136
0,0.83914614
0,0.14272924
0,0.097209886
0,0.060198043
0,0.08673203
0,0.04153272
0,0.81138057
0,0.053466193
0,0.055148154
0,0.03914795
0,0.070255496
0,0.086971335
0,0.82090354
0,0.036008686
0,0.06713798
0,0.03418549
0,0.055710576
0,0.046052646
0,0.4845628
0,0.061479162
0,0.058707148
0,0.036357816
0,0.06844131
0,0.5067328
0,0.06665086
0,0.05510109
0,0.07356958
0,0.046864893
0,0.08173476
0,0.5468066
0,0.03576869
0,0.108416714
0,0.062282488
0,0.045608353
0,0.036474448
0,0.67189336
0,0.01777462
0,0.055358954
0,0.026603341
0,0.056329604
0,0.15235816
0,0.029976783
0,0.055524625
0,0.038238317
0,0.04645257
0,0.053548116
0,0.6524778
0,0.06552444
0,0.016233388
0,0.034377012
0,0.05203194
0,0.026200034
0,0.68957883
0,0.036278743
0,0.05492152
0,0.044839654
0,0.05518214
0,0.091348425
0,0.23502697
0,0.06282634
0,0.08808512
0,0.042035438
0,0.1141256
0,0.6560997
0,0.0832871
0,0.08195012
0,0.053897608
0,0.026797147
0,0.09131676
0,0.30876043
0,0.044227198
0,0.3093502
0,0.041435316
0,0.024199953
0,0.101303175
0,0.34766352
0,0.021771217
0,0.042211436
0,0.041847847
0,0.04145951
0,0.28282866
0,0.068868905
0,0.06742598
0,0.07714504
0,0.06959245
0,0.079736404
0,0.6462011
0,0.08574763
0,0.030806698
0,0.071759105
0,0.039284244
0,0.060730007
0,0.24032177
0,0.026672812
0,0.032950953
0,0.053785313
0,0.013204945
0,0.25844067
0,0.060658157
0,0.0456075
0,0.03928619
0,0.04648721
0,0.012520331
0,0.59594494
0,0.022640908
0,0.02272341
0,0.06961824
0,0.038262393
0,0.5039412
0,0.03319773
0,0.06535146
0,0.042644415
0,0.056475673
