round,loss,accuracy,precision,recall,f1
1,0.6693631410598755,0.6433888673782349,0.6433888673782349,1.0,0.7830025870926816
2,0.6502692103385925,0.6433888673782349,0.6433888673782349,1.0,0.7830025870926816
3,0.7240941524505615,0.45019495487213135,0.5592193603515625,0.686776876449585,0.6164688370783165
4,0.9964171648025513,0.3587380349636078,0.5054844617843628,0.15234160423278809,0.23412363176551163
5,1.0480983257293701,0.4200637936592102,0.6592526435852051,0.20413222908973694,0.3117374786783325
6,1.1208356618881226,0.4464728832244873,0.8065296411514282,0.1837465614080429,0.2993044725344447
7,0.8150115013122559,0.5602623224258423,0.7902981042861938,0.4308539927005768,0.5576751569204279
8,0.8058143258094788,0.5460829734802246,0.857047438621521,0.35344353318214417,0.5004876233975396
9,0.8988804221153259,0.535448431968689,0.887778639793396,0.3181818127632141,0.4684648096761089
10,0.922187089920044,0.5622119903564453,0.9566929340362549,0.3347107470035553,0.495918373635837
11,1.079235315322876,0.6806097030639648,0.6975789070129395,0.8889806866645813,0.7817344879200769
12,0.9502764940261841,0.6747606992721558,0.7283133864402771,0.7887052297592163,0.7573072217507353
13,0.9265715479850769,0.5602623224258423,0.9477786421775818,0.33498623967170715,0.49501324502509503
14,0.5896252989768982,0.708791196346283,0.9363197088241577,0.5873278379440308,0.7218554335279538
15,1.1616336107254028,0.5358029007911682,0.9737582206726074,0.2862258851528168,0.442410038901659
16,0.5858532786369324,0.7236795425415039,0.9359999895095825,0.6123967170715332,0.7403830275773445
17,1.4113249778747559,0.5062034726142883,0.9773755669593811,0.2380165308713913,0.38280904116676595
18,0.5173666477203369,0.7376816868782043,0.9416598081588745,0.6314049363136292,0.755936655867315
19,0.5008496642112732,0.7711804509162903,0.9148634076118469,0.7104682922363281,0.7998139000134096
20,0.6694368720054626,0.7031194567680359,0.9674796462059021,0.5573002696037292,0.7072190052823151
