round,loss,accuracy,precision,recall,f1
1,0.5221375226974487,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
2,0.996438205242157,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
3,1.3582091331481934,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
4,1.2061594724655151,0.7290779948234558,0.7290779948234558,1.0,0.843314179008908
5,0.6633478403091431,0.7397162914276123,0.7369175553321838,1.0,0.8485348692226777
6,0.1707490086555481,0.9347517490386963,0.9178571701049805,1.0,0.9571694747787067
7,0.08208097517490387,0.9765957593917847,0.971563994884491,0.9970816969871521,0.984157464952517
8,0.06732726097106934,0.9758865237236023,0.9882121682167053,0.9785992503166199,0.9833822173879591
9,0.06303932517766953,0.980141818523407,0.98828125,0.9844357967376709,0.9863547753628005
10,0.06530535221099854,0.9773049354553223,0.9882352948188782,0.9805447459220886,0.9843749997635314
11,0.07402641326189041,0.9716312289237976,0.9891089200973511,0.9717898964881897,0.9803729258714854
12,0.08557695150375366,0.9687943458557129,0.9890655875205994,0.9678988456726074,0.9783677456964531
13,0.10873867571353912,0.9659574627876282,0.9919678568840027,0.9610894918441772,0.9762845767117211
14,0.14621113240718842,0.957446813583374,0.9938775300979614,0.9474708437919617,0.9701195259261388
15,0.11844730377197266,0.9631205797195435,0.9919354915618896,0.957198441028595,0.9742574281307332
16,0.13173513114452362,0.9609929323196411,0.9929078221321106,0.9533073902130127,0.9727047231310995
17,0.09238579869270325,0.9702127575874329,0.9920159578323364,0.966926097869873,0.9793103541162427
18,0.11759338527917862,0.9680851101875305,0.9939698576927185,0.9620622396469116,0.9777558034287626
19,0.11510911583900452,0.9666666388511658,0.9929648041725159,0.9610894918441772,0.976767166610158
20,0.12861832976341248,0.9666666388511658,0.9939576983451843,0.9601167440414429,0.9767441898319318
