y_true,y_prob
0,0.99658585
0,0.9606082
0,0.99290633
0,0.97901446
0,0.99338675
0,0.9933651
0,0.9984651
0,0.9975625
0,0.99815017
0,0.9912565
0,0.26426807
0,0.24060339
0,0.9610863
0,0.20687288
0,0.11465316
0,0.2181365
0,0.26357725
0,0.6792196
0,0.16640373
0,0.4451622
0,0.47779572
0,0.54661685
0,0.5586441
0,0.18135351
0,0.8435533
0,0.27831674
0,0.12920728
0,0.5135575
0,0.5629555
0,0.3624985
0,0.59996486
0,0.1298265
0,0.34498307
0,0.26537743
0,0.2391911
0,0.7611622
0,0.44709235
0,0.38033938
0,0.35955325
0,0.09996087
0,0.17418413
0,0.57590663
0,0.37623075
0,0.70800495
0,0.19709258
0,0.20201819
0,0.20928037
0,0.2631074
0,0.20573457
0,0.4533624
0,0.23470636
0,0.29126626
0,0.5001592
0,0.38002616
0,0.21138684
0,0.42752326
0,0.22016373
0,0.34563187
0,0.65251076
0,0.39498106
0,0.7895645
0,0.54405487
0,0.3435357
0,0.43765444
0,0.2758181
0,0.2903091
0,0.44450757
0,0.66440475
0,0.19650818
0,0.17490633
0,0.3830748
0,0.37906307
0,0.38765717
0,0.42613104
0,0.42660904
0,0.4787898
0,0.55681074
0,0.5179104
0,0.21467334
0,0.19125782
0,0.481253
0,0.46514654
0,0.34208742
0,0.1895514
0,0.2316801
0,0.27848497
0,0.16538462
0,0.3073976
0,0.6555908
0,0.2911725
0,0.109867305
0,0.26025438
0,0.468914
0,0.35830647
0,0.40846825
0,0.7988324
0,0.7759077
0,0.6610517
0,0.34920004
0,0.28227726
0,0.15476093
0,0.18739533
0,0.31715393
0,0.35840112
0,0.81771517
0,0.2520266
0,0.21493009
0,0.6767391
0,0.25883275
0,0.23052774
0,0.6355092
0,0.2794654
0,0.8064625
0,0.72663105
0,0.26377437
0,0.48529428
0,0.6429735
0,0.3669786
0,0.59540206
0,0.32555655
0,0.2551658
0,0.2398386
0,0.09332787
0,0.32846037
0,0.6519733
0,0.40375027
0,0.42824033
0,0.8129886
0,0.48366988
0,0.47534552
0,0.5357188
0,0.5075449
0,0.38216886
0,0.16220115
0,0.28921962
0,0.38323298
0,0.24861325
0,0.38902384
0,0.19558544
0,0.637098
0,0.29611126
0,0.24903172
0,0.3717053
0,0.33719
0,0.74123603
0,0.51286453
0,0.14845848
0,0.21856506
0,0.7718277
0,0.7146109
0,0.44459775
0,0.5642498
0,0.11360694
0,0.20296837
0,0.18905258
0,0.11104524
0,0.4690421
0,0.43891084
0,0.38106334
0,0.4654628
0,0.55121344
0,0.39184785
0,0.8994336
0,0.25902438
0,0.28408614
0,0.51388
0,0.11025237
0,0.43507156
0,0.33930308
0,0.14592394
0,0.1602839
0,0.09655482
0,0.62571156
0,0.9342507
0,0.07547754
0,0.3937483
0,0.29514554
0,0.2063738
0,0.21640654
0,0.6320915
0,0.17875049
0,0.36558446
0,0.2594805
0,0.09973651
0,0.70374477
0,0.3713063
0,0.14489834
0,0.34497812
0,0.19642982
0,0.74197155
0,0.3306632
0,0.23486133
0,0.877668
0,0.23022981
0,0.32622552
0,0.25224775
0,0.37545228
0,0.5864533
0,0.15673375
0,0.11569272
0,0.1569247
0,0.37235075
0,0.28183687
0,0.14958432
0,0.46301445
0,0.49992138
0,0.58710486
0,0.51291794
0,0.41229084
0,0.3264713
0,0.14098457
0,0.20442756
0,0.1962017
0,0.3773731
0,0.3383164
0,0.15947138
0,0.18951681
0,0.14174412
0,0.18921605
0,0.68741256
0,0.39633307
0,0.42157915
0,0.17510043
0,0.20519184
0,0.09054086
0,0.14442942
0,0.28158608
0,0.40754202
0,0.12939857
0,0.23132223
0,0.9554825
0,0.08953813
0,0.27024424
0,0.27100796
0,0.18182462
0,0.2992774
0,0.33053747
0,0.17874163
0,0.39403766
0,0.29695094
0,0.3337716
0,0.49873814
0,0.5948684
0,0.3768644
0,0.54877794
0,0.13545477
0,0.11507908
0,0.24822976
0,0.25913945
0,0.53082705
0,0.16304782
0,0.25904676
0,0.32952896
0,0.69022775
0,0.12655409
0,0.23316747
0,0.2822571
0,0.19538303
0,0.2911291
0,0.42524874
0,0.5046113
0,0.47069788
0,0.6718989
0,0.43797386
0,0.49428695
0,0.61038274
0,0.6626333
0,0.43263638
0,0.40732896
0,0.29794866
0,0.52429765
0,0.3464159
0,0.31459242
0,0.68180645
0,0.6016182
0,0.17155595
0,0.958215
0,0.40695807
0,0.25764906
0,0.39978307
0,0.76548594
0,0.45328268
0,0.27326033
0,0.6634905
0,0.59177905
0,0.37967542
0,0.23668146
0,0.8726819
0,0.4357732
0,0.1777485
0,0.66146874
0,0.19423433
0,0.49318284
0,0.5720724
0,0.21680333
0,0.31453952
0,0.77560914
0,0.87934303
0,0.9746035
0,0.56591284
0,0.7096947
0,0.58616143
0,0.6864729
0,0.39434126
0,0.4347074
0,0.83909047
0,0.9692237
0,0.52089006
0,0.73563117
0,0.8246574
0,0.69768184
0,0.6668206
0,0.41790205
0,0.8082607
0,0.83769137
0,0.21371467
0,0.77518666
0,0.48078117
0,0.1496206
0,0.44520804
0,0.18188591
0,0.7206285
0,0.72958654
0,0.475212
0,0.45438004
0,0.35900822
0,0.28440773
0,0.6026925
0,0.48239234
0,0.22828294
0,0.30851936
0,0.46083024
0,0.90294003
0,0.74794155
0,0.39217922
0,0.40460426
0,0.77928704
0,0.5650416
0,0.40659124
0,0.59760207
0,0.38112915
0,0.48177558
0,0.25056338
0,0.6181741
0,0.45379832
0,0.28970024
0,0.8303071
0,0.59278506
0,0.23316684
0,0.7755479
0,0.56282884
0,0.27065557
0,0.5873196
0,0.38441253
0,0.9131342
0,0.6074522
0,0.64999473
0,0.79385114
0,0.5965561
0,0.8893396
0,0.42724332
0,0.37221888
0,0.35664564
0,0.27240384
0,0.3127368
0,0.6411848
0,0.9130426
0,0.33042622
0,0.33802918
0,0.5922252
0,0.21248743
0,0.15978794
0,0.22494267
0,0.67470247
0,0.5106128
0,0.24920413
0,0.2999641
0,0.80651885
0,0.29925865
0,0.39682847
0,0.4218409
0,0.11479866
0,0.52883184
0,0.15371327
0,0.39696467
0,0.6803126
0,0.2693428
0,0.4036018
0,0.9370614
0,0.3736411
0,0.30182385
0,0.37901428
0,0.5184913
0,0.21991684
0,0.4597585
0,0.23433332
0,0.57590026
0,0.44210768
0,0.303778
0,0.6558829
0,0.39907795
0,0.3113906
0,0.35214466
0,0.47475448
0,0.20987424
0,0.60342634
0,0.680433
0,0.14130914
0,0.43515673
0,0.5888537
0,0.9020107
0,0.60553396
0,0.6091198
0,0.4595298
0,0.58071554
0,0.6042116
0,0.5644289
0,0.18831314
0,0.8161954
0,0.7077684
0,0.33138555
0,0.43166438
0,0.90564877
0,0.42838362
0,0.53099954
0,0.37493324
0,0.1960084
0,0.6734437
0,0.11459709
0,0.13426147
0,0.76932603
0,0.16599484
0,0.1678427
0,0.8439145
0,0.18426825
0,0.24139221
0,0.726228
0,0.25309205
0,0.15659039
0,0.14113382
0,0.44772235
0,0.31593734
0,0.3369755
0,0.18132715
0,0.85064673
0,0.35619473
0,0.56061876
0,0.6472601
0,0.6059892
0,0.84355384
0,0.67930055
0,0.4961198
0,0.5709296
0,0.4736106
0,0.3737193
0,0.824448
0,0.34983686
0,0.25539517
0,0.37619
0,0.25670844
0,0.40930048
0,0.38497508
0,0.49886602
0,0.52464175
0,0.29430866
0,0.4695924
0,0.91470253
0,0.4762662
0,0.84810495
0,0.7933026
0,0.39079413
0,0.16270927
0,0.26412603
0,0.18848768
0,0.5107484
0,0.6448147
0,0.16967243
0,0.6321858
0,0.8720779
0,0.7199924
0,0.5101689
0,0.45564863
0,0.68981636
0,0.26589474
0,0.10097255
0,0.75452906
0,0.70993936
0,0.6018349
0,0.5077309
0,0.85705644
0,0.46366405
0,0.40195668
0,0.34605846
0,0.28339645
0,0.52750385
0,0.5414048
0,0.7440276
0,0.2690087
0,0.2384593
0,0.42303914
0,0.2978195
0,0.97893584
0,0.46156743
0,0.2741357
0,0.33410698
0,0.20392591
0,0.3134406
0,0.3728398
0,0.5071051
0,0.3034209
0,0.45743352
0,0.45212948
0,0.6828108
0,0.19954666
0,0.5248189
0,0.27751362
0,0.3777952
0,0.3101534
0,0.20508954
0,0.30883837
0,0.5932049
0,0.63101184
0,0.6467924
0,0.98142326
0,0.26240033
0,0.4363118
0,0.5498264
0,0.59021133
0,0.168332
0,0.38627645
0,0.093804315
0,0.5556551
0,0.5271964
0,0.10063099
0,0.9801359
0,0.5892799
0,0.17629701
0,0.45636502
0,0.6410035
0,0.14472009
0,0.3720934
0,0.16060139
0,0.76561034
0,0.4233308
0,0.56373537
0,0.9384702
0,0.39718127
0,0.22553004
0,0.8272295
0,0.18033923
0,0.102919474
0,0.4193181
0,0.13603228
0,0.3890268
0,0.43759835
0,0.39987126
0,0.96294725
0,0.9496961
0,0.15911074
0,0.45885468
0,0.37713656
0,0.6869241
0,0.14369398
0,0.21691868
0,0.23890015
0,0.5312842
0,0.33341458
0,0.2953855
0,0.92386854
0,0.20170496
0,0.2871213
0,0.6195159
0,0.3052155
0,0.4233614
0,0.3427987
0,0.18875442
0,0.5377338
0,0.091900684
0,0.52516544
0,0.72877395
0,0.5926544
0,0.29353708
0,0.47879484
0,0.3361706
0,0.17471923
0,0.1866818
0,0.75549793
0,0.62614906
0,0.31721509
0,0.4486946
0,0.29326585
0,0.85038316
0,0.66057014
0,0.6697687
0,0.22094025
0,0.5211445
0,0.12257306
0,0.17210805
0,0.3116266
0,0.20144288
0,0.60849833
0,0.12219127
0,0.7884627
0,0.5260557
0,0.17341296
0,0.25365636
0,0.430519
0,0.18168235
0,0.16106057
0,0.40522113
0,0.15321714
0,0.65642136
0,0.59651977
0,0.5989102
0,0.8333974
0,0.21942699
0,0.13308507
0,0.24012959
0,0.13222519
0,0.18943577
0,0.44727302
0,0.11934015
0,0.48447683
0,0.14877638
0,0.41655412
0,0.9434458
0,0.4225581
0,0.11887339
0,0.5186403
0,0.50477695
0,0.31653416
0,0.29605567
0,0.24085025
0,0.70838004
0,0.36376166
0,0.3102555
0,0.994025
0,0.087435044
0,0.083047174
0,0.24728437
0,0.82566905
0,0.79437923
0,0.4315782
0,0.15187128
0,0.46135694
0,0.21074651
0,0.54536366
0,0.32530648
0,0.82523525
0,0.15465043
0,0.674586
0,0.081459224
0,0.11098369
0,0.12851869
0,0.12771297
0,0.22056733
0,0.22233184
0,0.12142626
0,0.564599
0,0.85564154
0,0.5997571
0,0.087050036
0,0.26981863
0,0.34578946
0,0.6954287
0,0.097112074
0,0.08114022
0,0.7459453
0,0.24365838
0,0.4669334
0,0.98596454
0,0.41006386
0,0.27126163
0,0.4534585
0,0.12264041
0,0.17590463
0,0.1097136
0,0.084547356
0,0.14213723
0,0.366237
0,0.3941061
0,0.9307387
0,0.21989802
0,0.21809983
0,0.20621045
0,0.19546296
0,0.27276543
0,0.19352707
0,0.3332983
0,0.0824811
0,0.10005558
0,0.096847534
0,0.49010685
0,0.98012376
0,0.29618335
0,0.15013054
0,0.31454715
0,0.33804843
0,0.5065992
0,0.3814476
0,0.120957896
0,0.0739144
0,0.3126551
0,0.14923798
0,0.9480204
0,0.18339846
0,0.41225615
0,0.41474327
0,0.13020858
0,0.14213307
0,0.25860208
0,0.13593784
0,0.1006824
0,0.4189907
0,0.6807915
0,0.6739593
0,0.8610463
0,0.28476635
0,0.57726395
0,0.44570696
0,0.13254988
0,0.35279393
0,0.5163499
0,0.20675936
0,0.17304482
0,0.3625576
0,0.40452617
0,0.7398801
0,0.39202556
0,0.6377061
0,0.91856825
0,0.087148406
0,0.10575993
0,0.23189186
0,0.14407888
0,0.26461512
0,0.15859595
0,0.27329385
0,0.46146053
0,0.7373725
0,0.66321045
0,0.21999376
0,0.53166115
0,0.5080967
0,0.27684158
0,0.11896059
0,0.78231794
0,0.59401387
0,0.5811101
0,0.64898723
0,0.5471001
0,0.2764895
0,0.5358924
0,0.54293054
0,0.5450813
0,0.7989042
0,0.097621605
0,0.5729231
0,0.18661901
0,0.20435409
0,0.5647144
0,0.94014865
0,0.12998559
0,0.372269
0,0.315628
0,0.3822427
0,0.2957584
0,0.23175488
0,0.14241564
0,0.33797204
0,0.1550989
0,0.409497
0,0.9709998
0,0.3613445
0,0.29137883
0,0.7508482
0,0.5840805
0,0.6671385
0,0.656364
0,0.57656646
0,0.5078022
0,0.21901387
0,0.9293124
0,0.74642485
0,0.9775645
0,0.15512604
0,0.33420786
0,0.15767993
0,0.49018922
0,0.13838965
0,0.5435235
0,0.2786232
0,0.35002443
0,0.7774719
0,0.39836955
0,0.90636706
0,0.905753
0,0.63160217
0,0.38948834
0,0.28360704
0,0.17656375
0,0.24801666
0,0.24592783
0,0.52887803
0,0.12375938
0,0.30827913
0,0.7002673
0,0.3596
0,0.30673257
0,0.17405944
0,0.34028983
0,0.20087895
0,0.5551976
0,0.21819863
0,0.23695107
0,0.621782
0,0.5238759
0,0.5412875
0,0.9036757
0,0.13184458
0,0.5734951
0,0.30307204
0,0.5554676
0,0.49469638
0,0.83407474
0,0.21077332
0,0.3100777
0,0.33612728
0,0.29259637
0,0.87446576
0,0.22443
0,0.12087838
0,0.42998186
0,0.134668
0,0.1622649
0,0.21680646
0,0.39947084
0,0.5091111
0,0.637467
0,0.31454402
0,0.98524004
0,0.8135679
0,0.5594767
0,0.59965813
0,0.6686945
0,0.4848643
0,0.52791
0,0.57227546
0,0.23470016
0,0.70572436
0,0.60894614
0,0.46162808
0,0.7942827
0,0.3610316
0,0.7175069
0,0.7138198
0,0.24503456
0,0.23828162
0,0.36519584
0,0.51965994
