round,loss,accuracy,precision,recall,f1
1,0.596798837184906,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,0.7951164245605469,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,0.7737311720848083,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,0.5866647362709045,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
5,0.30708733201026917,0.8578518033027649,0.848567545413971,0.9648396968841553,0.9029760488497564
6,0.2239398956298828,0.9333569407463074,0.9770491719245911,0.924508810043335,0.95005314153504
7,0.22843487560749054,0.9322935342788696,0.9801653027534485,0.9198552370071411,0.9490530949566011
8,0.21034932136535645,0.9340659379959106,0.9714131355285645,0.9312306046485901,0.950897556341914
9,0.2603779733181,0.908543050289154,0.9794050455093384,0.8852120041847229,0.929929395836214
10,0.20811207592487335,0.9358383417129517,0.958660364151001,0.9472595453262329,0.9529258560681458
11,0.2124209702014923,0.9333569407463074,0.9594736695289612,0.9426059722900391,0.9509650292961815
12,0.2439352124929428,0.9152782559394836,0.9648930430412292,0.9095139503479004,0.9363854129170414
13,0.6941396594047546,0.6621765494346619,0.9804113507270813,0.5175801515579224,0.6774957731394203
14,0.2878015637397766,0.8847926259040833,0.977448046207428,0.8516029119491577,0.9101961853137158
15,0.31379958987236023,0.8695498108863831,0.9611307382583618,0.8438469767570496,0.8986784279945138
16,0.42835259437561035,0.7936902046203613,0.9630137085914612,0.7269906997680664,0.8285209274391538
17,0.41037091612815857,0.8138957619667053,0.9822039604187012,0.7419854998588562,0.84536080671471
18,0.34042319655418396,0.8535979986190796,0.9840865731239319,0.7993795275688171,0.88216833457621
19,0.6075092554092407,0.7075505256652832,0.9859772324562073,0.5816959738731384,0.7317073279491427
20,0.5060389637947083,0.7571783065795898,0.9852370023727417,0.6556360125541687,0.7873331498297074
