round,loss,accuracy,precision,recall,f1
1,0.6573900580406189,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,0.5817944407463074,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,0.5003067255020142,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,0.40739864110946655,0.7497341632843018,0.7539288401603699,0.9426059722900391,0.8377757086993345
5,0.3281247913837433,0.8504076600074768,0.8868986964225769,0.8960703015327454,0.8914609095769499
6,0.2572081387042999,0.9060617089271545,0.9654210805892944,0.8950362205505371,0.928897249811715
7,0.22553877532482147,0.9142147898674011,0.9779661297798157,0.8950362205505371,0.9346652538585204
8,0.2032107263803482,0.9301666021347046,0.9686993956565857,0.9281282424926758,0.9479799318737211
9,0.19749715924263,0.9244948625564575,0.9741047024726868,0.9141675233840942,0.9431848556393447
10,0.19122463464736938,0.9291031360626221,0.9816666841506958,0.9136504530906677,0.946438137591829
11,0.19824591279029846,0.92555832862854,0.9731065034866333,0.916752815246582,0.9440894544511472
12,0.1834191530942917,0.9344204068183899,0.9807586669921875,0.9224405288696289,0.9507061010122786
13,0.20547783374786377,0.9259127974510193,0.975730836391449,0.9146845936775208,0.9442220470986936
14,0.22777540981769562,0.9230769276618958,0.9673380255699158,0.9188210964202881,0.9424555700532279
15,0.24733451008796692,0.9181141257286072,0.9600216150283813,0.9188210964202881,0.9389696194711529
16,0.19121472537517548,0.9305210709571838,0.9801105260848999,0.9172698855400085,0.9476495747192117
17,0.23302486538887024,0.923431396484375,0.9709429740905762,0.9157187342643738,0.942522623255398
18,0.1889369785785675,0.9340659379959106,0.9812775254249573,0.9214063882827759,0.9503999840340847
19,0.20761245489120483,0.9315845370292664,0.9713048338890076,0.9276111721992493,0.9489553120178434
20,0.19541959464550018,0.9319390058517456,0.9780461192131042,0.9214063882827759,0.9488817843265673
