round,loss,accuracy,precision,recall,f1
1,0.5907715559005737,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,0.591506838798523,0.6876993775367737,0.687299907207489,0.998965859413147,0.814330879590903
3,0.3232599198818207,0.8344558477401733,0.8323516249656677,0.9498448967933655,0.8872253240972273
4,0.2616201341152191,0.9127968549728394,0.9489361643791199,0.9224405288696289,0.9355007791764136
5,0.332375168800354,0.8904643654823303,0.9732090830802917,0.8640124201774597,0.9153656581091311
6,0.2945954203605652,0.9113789200782776,0.9693422317504883,0.8991727232933044,0.9329399178460073
7,0.4797336161136627,0.7593052387237549,0.9728711247444153,0.6675284504890442,0.791781666163561
8,0.5002729892730713,0.7515065670013428,0.974595844745636,0.6546018719673157,0.7831735311650514
9,0.7379205226898193,0.6047500967979431,0.9904191493988037,0.42761117219924927,0.597327556389239
10,0.8760347962379456,0.5568947196006775,0.9844192862510681,0.35935884714126587,0.5265151605313803
11,0.8504277467727661,0.5590216517448425,0.9928571581840515,0.35935884714126587,0.5277145106045936
12,0.9692809581756592,0.5267635583877563,0.9917898178100586,0.31230610609054565,0.47502949803578876
13,1.0102466344833374,0.516838014125824,0.9930915236473083,0.29731127619743347,0.4576203776246604
14,1.0226781368255615,0.5164835453033447,0.9930796027183533,0.29679420590400696,0.4570063677826832
15,0.8437520861625671,0.5735554695129395,0.9959294199943542,0.379524290561676,0.5496068732404812
16,1.2274280786514282,0.4820985496044159,0.9978947639465332,0.2450879067182541,0.39352429376985143
17,1.3545528650283813,0.47997164726257324,0.9915789365768433,0.24353671073913574,0.3910336221177438
18,1.3238484859466553,0.4888337552547455,0.9939758777618408,0.25594621896743774,0.40707235806726416
19,1.0917304754257202,0.5423608422279358,0.9984496235847473,0.3329886198043823,0.4994183752081407
20,1.303755760192871,0.5015951991081238,0.9907063245773315,0.2755946218967438,0.43122977313227834
