round,loss,accuracy,precision,recall,f1
1,0.8626540899276733,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
2,1.830955147743225,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
3,1.2182793617248535,0.6855725049972534,0.6855725049972534,1.0,0.8134595254309402
4,0.3887885510921478,0.8209854364395142,0.8062580227851868,0.9725956320762634,0.8816498525826099
5,0.22787457704544067,0.9064161777496338,0.9339916706085205,0.9291623830795288,0.9315707680974675
6,0.2500486671924591,0.8975540399551392,0.9521715044975281,0.8955532312393188,0.9229949148315232
7,0.9019264578819275,0.6990429162979126,0.9909502267837524,0.5661841034889221,0.7206318104301945
8,0.8245421051979065,0.7132222652435303,0.9929885864257812,0.5858324766159058,0.7369105675806189
9,0.6073309779167175,0.785182535648346,0.9797688126564026,0.7011375427246094,0.8173598672466276
10,0.7715368866920471,0.7405175566673279,0.9878246784210205,0.6292657852172852,0.768793442173993
11,0.7792201042175293,0.7383906245231628,0.9917762875556946,0.6235780715942383,0.7657142735818375
12,0.7806962132453918,0.7525700330734253,0.9928229451179504,0.6437435150146484,0.7810539297324245
13,0.5985313653945923,0.8018433451652527,0.9858657121658325,0.7213029861450195,0.833084489923934
14,0.5612764358520508,0.8007798790931702,0.9872159361839294,0.7187176942825317,0.8318372400209672
15,0.3966373801231384,0.8557249307632446,0.9658328294754028,0.8185108304023743,0.8860901059137195
16,1.0619136095046997,0.6944345831871033,0.9917431473731995,0.5589451789855957,0.7149470871659753
17,0.8839960694313049,0.7373272180557251,0.9861450791358948,0.6256463527679443,0.7655805333729282
18,0.48984262347221375,0.8319745063781738,0.9796320796012878,0.7709410786628723,0.8628472435730158
19,0.8236926198005676,0.7699397206306458,0.9762787222862244,0.6809720993041992,0.8023149692974793
20,0.591562807559967,0.8163771629333496,0.9579560160636902,0.765770435333252,0.8511494325061804
